KVcache prepared in 13.03012728691101 seconds
[0]: Semantic Similarity: 0.24778,	 cache time: 9.5367431640625e-07,	 generate time: 0.20666956901550293
[518]: Semantic Similarity: 0.14738,	 cache time: 7.152557373046875e-07,	 generate time: 0.1234736442565918
[518]: [Cumulative]: Semantic Similarity: 0.19736,	 cache time: 1.0014499083649446e-06,	 generate time: 0.25851819464696396
[519]: Semantic Similarity: 0.37818,	 cache time: 9.5367431640625e-07,	 generate time: 0.12172293663024902
[519]: [Cumulative]: Semantic Similarity: 0.19771,	 cache time: 1.0013580322265625e-06,	 generate time: 0.25825512684308566
[520]: Semantic Similarity: 0.11823,	 cache time: 9.5367431640625e-07,	 generate time: 0.12359476089477539
[520]: [Cumulative]: Semantic Similarity: 0.19756,	 cache time: 1.0012665087796905e-06,	 generate time: 0.2579966616493269
[521]: Semantic Similarity: 0.23815,	 cache time: 9.5367431640625e-07,	 generate time: 0.1251373291015625
[521]: [Cumulative]: Semantic Similarity: 0.19763,	 cache time: 1.0011753359973659e-06,	 generate time: 0.2577421418551741
[522]: Semantic Similarity: 0.12601,	 cache time: 9.5367431640625e-07,	 generate time: 0.12398409843444824
[522]: [Cumulative]: Semantic Similarity: 0.1975,	 cache time: 1.0010845118681286e-06,	 generate time: 0.25748639033811727
[523]: Semantic Similarity: 0.1784,	 cache time: 7.152557373046875e-07,	 generate time: 0.12318658828735352
[523]: [Cumulative]: Semantic Similarity: 0.19746,	 cache time: 1.0005390371075114e-06,	 generate time: 0.25723009300595934
[524]: Semantic Similarity: 0.1326,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12338948249816895
[524]: [Cumulative]: Semantic Similarity: 0.19734,	 cache time: 1.0009039015997024e-06,	 generate time: 0.256975158509754
[525]: Semantic Similarity: 0.46143,	 cache time: 7.152557373046875e-07,	 generate time: 0.1235356330871582
[525]: [Cumulative]: Semantic Similarity: 0.19784,	 cache time: 1.000360844253134e-06,	 generate time: 0.25672147119906463
[526]: Semantic Similarity: 0.23607,	 cache time: 7.152557373046875e-07,	 generate time: 0.12487649917602539
[526]: [Cumulative]: Semantic Similarity: 0.19791,	 cache time: 9.99819847845262e-07,	 generate time: 0.25647129098649724
[527]: Semantic Similarity: 0.23529,	 cache time: 9.5367431640625e-07,	 generate time: 0.12227129936218262
[527]: [Cumulative]: Semantic Similarity: 0.19798,	 cache time: 9.997324510054155e-07,	 generate time: 0.2562171243356936
[528]: Semantic Similarity: 0.23924,	 cache time: 9.5367431640625e-07,	 generate time: 0.12331295013427734
[528]: [Cumulative]: Semantic Similarity: 0.19806,	 cache time: 9.996453845884037e-07,	 generate time: 0.2559658877114943
[529]: Semantic Similarity: 0.38829,	 cache time: 9.5367431640625e-07,	 generate time: 0.12415480613708496
[529]: [Cumulative]: Semantic Similarity: 0.19842,	 cache time: 9.995586467239091e-07,	 generate time: 0.2557171875575803
[530]: Semantic Similarity: 0.10606,	 cache time: 7.152557373046875e-07,	 generate time: 0.12458419799804688
[530]: [Cumulative]: Semantic Similarity: 0.19825,	 cache time: 9.99023236348355e-07,	 generate time: 0.2554702327749823
[531]: Semantic Similarity: 0.13972,	 cache time: 7.152557373046875e-07,	 generate time: 0.12226104736328125
[531]: [Cumulative]: Semantic Similarity: 0.19814,	 cache time: 9.984898387937618e-07,	 generate time: 0.25521983956932126
[532]: Semantic Similarity: 0.13864,	 cache time: 7.152557373046875e-07,	 generate time: 0.12419629096984863
[532]: [Cumulative]: Semantic Similarity: 0.19802,	 cache time: 9.979584427309304e-07,	 generate time: 0.2549740167764517
[533]: Semantic Similarity: 0.16317,	 cache time: 9.5367431640625e-07,	 generate time: 0.12386226654052734
[533]: [Cumulative]: Semantic Similarity: 0.19796,	 cache time: 9.978755136554161e-07,	 generate time: 0.25472848915428703
[534]: Semantic Similarity: 0.12502,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12472176551818848
[534]: [Cumulative]: Semantic Similarity: 0.19782,	 cache time: 9.982385367990653e-07,	 generate time: 0.25448548593253734
[535]: Semantic Similarity: 0.17132,	 cache time: 7.152557373046875e-07,	 generate time: 0.12348699569702148
[535]: [Cumulative]: Semantic Similarity: 0.19777,	 cache time: 9.977105838149342e-07,	 generate time: 0.25424108576418747
[536]: Semantic Similarity: 0.09822,	 cache time: 7.152557373046875e-07,	 generate time: 0.12319684028625488
[536]: [Cumulative]: Semantic Similarity: 0.19759,	 cache time: 9.971845971361441e-07,	 generate time: 0.2539970555119008
[537]: Semantic Similarity: 0.21317,	 cache time: 7.152557373046875e-07,	 generate time: 0.12356448173522949
[537]: [Cumulative]: Semantic Similarity: 0.19762,	 cache time: 9.966605657981673e-07,	 generate time: 0.2537546157836914
[538]: Semantic Similarity: 0.3367,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12251925468444824
[538]: [Cumulative]: Semantic Similarity: 0.19787,	 cache time: 9.970231489701704e-07,	 generate time: 0.25351113644955553
[539]: Semantic Similarity: 0.32741,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12321162223815918
[539]: [Cumulative]: Semantic Similarity: 0.19811,	 cache time: 9.973843892415365e-07,	 generate time: 0.25326984105286776
[540]: Semantic Similarity: 0.07874,	 cache time: 9.5367431640625e-07,	 generate time: 0.12467789649963379
[540]: [Cumulative]: Semantic Similarity: 0.19789,	 cache time: 9.973035942825063e-07,	 generate time: 0.2530321479945438
[541]: Semantic Similarity: 0.2351,	 cache time: 9.5367431640625e-07,	 generate time: 0.12434673309326172
[541]: [Cumulative]: Semantic Similarity: 0.19796,	 cache time: 9.972230974598565e-07,	 generate time: 0.25279472102978134
[542]: Semantic Similarity: 0.14916,	 cache time: 7.152557373046875e-07,	 generate time: 0.12436962127685547
[542]: [Cumulative]: Semantic Similarity: 0.19787,	 cache time: 9.967038205534933e-07,	 generate time: 0.25255821071716084
[543]: Semantic Similarity: 0.12946,	 cache time: 9.5367431640625e-07,	 generate time: 0.1262378692626953
[543]: [Cumulative]: Semantic Similarity: 0.19775,	 cache time: 9.966247222002814e-07,	 generate time: 0.25232600420713425
[544]: Semantic Similarity: 0.22244,	 cache time: 9.5367431640625e-07,	 generate time: 0.12368512153625488
[544]: [Cumulative]: Semantic Similarity: 0.19779,	 cache time: 9.965459141162557e-07,	 generate time: 0.25208996589030697
[545]: Semantic Similarity: 0.04628,	 cache time: 9.5367431640625e-07,	 generate time: 0.12306046485900879
[545]: [Cumulative]: Semantic Similarity: 0.19751,	 cache time: 9.964673947065305e-07,	 generate time: 0.2518536481228504
[546]: Semantic Similarity: 0.12125,	 cache time: 7.152557373046875e-07,	 generate time: 0.1237332820892334
[546]: [Cumulative]: Semantic Similarity: 0.19737,	 cache time: 9.959532966125599e-07,	 generate time: 0.2516194244189498
[547]: Semantic Similarity: 0.04479,	 cache time: 9.5367431640625e-07,	 generate time: 0.12188911437988281
[547]: [Cumulative]: Semantic Similarity: 0.1971,	 cache time: 9.95876145188826e-07,	 generate time: 0.2513826902765427
[548]: Semantic Similarity: 0.01408,	 cache time: 9.5367431640625e-07,	 generate time: 0.12360477447509766
[548]: [Cumulative]: Semantic Similarity: 0.19676,	 cache time: 9.957992748267446e-07,	 generate time: 0.2511499436175237
[549]: Semantic Similarity: 0.42837,	 cache time: 7.152557373046875e-07,	 generate time: 0.12357735633850098
[549]: [Cumulative]: Semantic Similarity: 0.19718,	 cache time: 9.952891956676137e-07,	 generate time: 0.2509179934588346
[550]: Semantic Similarity: 0.07863,	 cache time: 7.152557373046875e-07,	 generate time: 0.12432098388671875
[550]: [Cumulative]: Semantic Similarity: 0.19697,	 cache time: 9.94780967975485e-07,	 generate time: 0.2506882348207726
[551]: Semantic Similarity: 0.10745,	 cache time: 9.5367431640625e-07,	 generate time: 0.12219500541687012
[551]: [Cumulative]: Semantic Similarity: 0.19681,	 cache time: 9.947064994038015e-07,	 generate time: 0.2504554572312728
[552]: Semantic Similarity: 0.23282,	 cache time: 7.152557373046875e-07,	 generate time: 0.1232750415802002
[552]: [Cumulative]: Semantic Similarity: 0.19687,	 cache time: 9.94201163486805e-07,	 generate time: 0.250225474562826
[553]: Semantic Similarity: 0.58353,	 cache time: 9.5367431640625e-07,	 generate time: 5.30026650428772
[553]: [Cumulative]: Semantic Similarity: 0.19757,	 cache time: 9.941280103332299e-07,	 generate time: 0.25934107208940527
[554]: Semantic Similarity: 0.08156,	 cache time: 9.5367431640625e-07,	 generate time: 0.12230205535888672
[554]: [Cumulative]: Semantic Similarity: 0.19736,	 cache time: 9.940551207946228e-07,	 generate time: 0.25909415494214305
[555]: Semantic Similarity: 0.06911,	 cache time: 9.5367431640625e-07,	 generate time: 0.12506699562072754
[555]: [Cumulative]: Semantic Similarity: 0.19713,	 cache time: 9.939824934486006e-07,	 generate time: 0.2588530989001981
[556]: Semantic Similarity: 0.17901,	 cache time: 4.76837158203125e-07,	 generate time: 0.1224675178527832
[556]: [Cumulative]: Semantic Similarity: 0.1971,	 cache time: 9.930540458090216e-07,	 generate time: 0.2586082414835959
[557]: Semantic Similarity: 0.23529,	 cache time: 7.152557373046875e-07,	 generate time: 0.12276291847229004
[557]: [Cumulative]: Semantic Similarity: 0.19717,	 cache time: 9.925561993780101e-07,	 generate time: 0.25836479108393406
[558]: Semantic Similarity: 0.05109,	 cache time: 7.152557373046875e-07,	 generate time: 0.12371230125427246
[558]: [Cumulative]: Semantic Similarity: 0.1969,	 cache time: 9.920601341506876e-07,	 generate time: 0.25812391006456076
[559]: Semantic Similarity: 0.12246,	 cache time: 9.5367431640625e-07,	 generate time: 0.12251520156860352
[559]: [Cumulative]: Semantic Similarity: 0.19677,	 cache time: 9.919915880475725e-07,	 generate time: 0.25788175165653227
[560]: Semantic Similarity: 0.19992,	 cache time: 7.152557373046875e-07,	 generate time: 0.12358546257019043
[560]: [Cumulative]: Semantic Similarity: 0.19678,	 cache time: 9.914982977610432e-07,	 generate time: 0.2576423643319577
[561]: Semantic Similarity: 0.14538,	 cache time: 9.5367431640625e-07,	 generate time: 0.12369894981384277
[561]: [Cumulative]: Semantic Similarity: 0.19669,	 cache time: 9.914309953031167e-07,	 generate time: 0.25740403085416746
[562]: Semantic Similarity: 0.24296,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12325787544250488
[562]: [Cumulative]: Semantic Similarity: 0.19677,	 cache time: 9.91787410756411e-07,	 generate time: 0.2571657605958874
[563]: Semantic Similarity: 0.08369,	 cache time: 9.5367431640625e-07,	 generate time: 0.12333822250366211
[563]: [Cumulative]: Semantic Similarity: 0.19657,	 cache time: 9.917198343479888e-07,	 generate time: 0.25692847772692956
[564]: Semantic Similarity: 0.18318,	 cache time: 9.5367431640625e-07,	 generate time: 0.123291015625
[564]: [Cumulative]: Semantic Similarity: 0.19654,	 cache time: 9.916524971480918e-07,	 generate time: 0.2566919512453332
[565]: Semantic Similarity: 0.11741,	 cache time: 7.152557373046875e-07,	 generate time: 0.12495970726013184
[565]: [Cumulative]: Semantic Similarity: 0.1964,	 cache time: 9.911641636501353e-07,	 generate time: 0.256459208764794
[566]: Semantic Similarity: 0.25308,	 cache time: 7.152557373046875e-07,	 generate time: 0.12317419052124023
[566]: [Cumulative]: Semantic Similarity: 0.1965,	 cache time: 9.906775526689265e-07,	 generate time: 0.25622413818588125
[567]: Semantic Similarity: 0.03581,	 cache time: 7.152557373046875e-07,	 generate time: 0.12195205688476562
[567]: [Cumulative]: Semantic Similarity: 0.19622,	 cache time: 9.901926551066654e-07,	 generate time: 0.25598774367654825
[568]: Semantic Similarity: 0.1576,	 cache time: 7.152557373046875e-07,	 generate time: 0.12163567543029785
[568]: [Cumulative]: Semantic Similarity: 0.19615,	 cache time: 9.89709461929509e-07,	 generate time: 0.255751624048699
[569]: Semantic Similarity: 0.4911,	 cache time: 9.5367431640625e-07,	 generate time: 0.12302827835083008
[569]: [Cumulative]: Semantic Similarity: 0.19667,	 cache time: 9.896462423759594e-07,	 generate time: 0.2555187760737904
[570]: Semantic Similarity: 0.26164,	 cache time: 7.152557373046875e-07,	 generate time: 0.12321138381958008
[570]: [Cumulative]: Semantic Similarity: 0.19678,	 cache time: 9.891656985842408e-07,	 generate time: 0.2552870643535554
[571]: Semantic Similarity: 0.14477,	 cache time: 7.152557373046875e-07,	 generate time: 0.12343502044677734
[571]: [Cumulative]: Semantic Similarity: 0.19669,	 cache time: 9.886868350155703e-07,	 generate time: 0.2550565537872848
[572]: Semantic Similarity: 0.23998,	 cache time: 7.152557373046875e-07,	 generate time: 0.12380790710449219
[572]: [Cumulative]: Semantic Similarity: 0.19677,	 cache time: 9.882096428729684e-07,	 generate time: 0.2548274985574719
[573]: Semantic Similarity: 0.19697,	 cache time: 9.5367431640625e-07,	 generate time: 0.1229712963104248
[573]: [Cumulative]: Semantic Similarity: 0.19677,	 cache time: 9.881494767989846e-07,	 generate time: 0.25459778391941085
[574]: Semantic Similarity: 0.92214,	 cache time: 7.152557373046875e-07,	 generate time: 0.7849080562591553
[574]: [Cumulative]: Semantic Similarity: 0.19803,	 cache time: 9.876748789911685e-07,	 generate time: 0.25552006265391475
[575]: Semantic Similarity: 0.23318,	 cache time: 9.5367431640625e-07,	 generate time: 0.1244974136352539
[575]: [Cumulative]: Semantic Similarity: 0.19809,	 cache time: 9.876158502366807e-07,	 generate time: 0.2552925927771462
[576]: Semantic Similarity: 0.14036,	 cache time: 7.152557373046875e-07,	 generate time: 0.12262654304504395
[576]: [Cumulative]: Semantic Similarity: 0.19799,	 cache time: 9.87143822311322e-07,	 generate time: 0.25506266894745455
[577]: Semantic Similarity: 0.19095,	 cache time: 7.152557373046875e-07,	 generate time: 0.12402915954589844
[577]: [Cumulative]: Semantic Similarity: 0.19798,	 cache time: 9.86673427700584e-07,	 generate time: 0.2548359673740955
[578]: Semantic Similarity: 0.00461,	 cache time: 7.152557373046875e-07,	 generate time: 0.12407827377319336
[578]: [Cumulative]: Semantic Similarity: 0.19765,	 cache time: 9.862046579416963e-07,	 generate time: 0.25461013370639096
[579]: Semantic Similarity: 0.22983,	 cache time: 7.152557373046875e-07,	 generate time: 0.12408208847045898
[579]: [Cumulative]: Semantic Similarity: 0.1977,	 cache time: 9.857375046302533e-07,	 generate time: 0.2543850853525359
[580]: Semantic Similarity: 0.09064,	 cache time: 7.152557373046875e-07,	 generate time: 0.12342333793640137
[580]: [Cumulative]: Semantic Similarity: 0.19752,	 cache time: 9.8527195941971e-07,	 generate time: 0.25415967786989196
[581]: Semantic Similarity: 0.24817,	 cache time: 9.5367431640625e-07,	 generate time: 0.12393498420715332
[581]: [Cumulative]: Semantic Similarity: 0.1976,	 cache time: 9.852176679368692e-07,	 generate time: 0.253935924100712
[582]: Semantic Similarity: 0.15337,	 cache time: 7.152557373046875e-07,	 generate time: 0.12383031845092773
[582]: [Cumulative]: Semantic Similarity: 0.19753,	 cache time: 9.847546114520798e-07,	 generate time: 0.25371275839633844
[583]: Semantic Similarity: 0.56407,	 cache time: 9.5367431640625e-07,	 generate time: 1.4417951107025146
[583]: [Cumulative]: Semantic Similarity: 0.19816,	 cache time: 9.84701391768782e-07,	 generate time: 0.2557471459859038
[584]: Semantic Similarity: 0.18687,	 cache time: 9.5367431640625e-07,	 generate time: 0.12429666519165039
[584]: [Cumulative]: Semantic Similarity: 0.19814,	 cache time: 9.846483540331198e-07,	 generate time: 0.2555224443093324
[585]: Semantic Similarity: 0.17602,	 cache time: 9.5367431640625e-07,	 generate time: 0.1231544017791748
[585]: [Cumulative]: Semantic Similarity: 0.1981,	 cache time: 9.845954973136198e-07,	 generate time: 0.255296560277711
[586]: Semantic Similarity: 0.14011,	 cache time: 9.5367431640625e-07,	 generate time: 0.12241077423095703
[586]: [Cumulative]: Semantic Similarity: 0.198,	 cache time: 9.845428206851575e-07,	 generate time: 0.25507017904083407
[587]: Semantic Similarity: 0.18244,	 cache time: 9.5367431640625e-07,	 generate time: 0.12215614318847656
[587]: [Cumulative]: Semantic Similarity: 0.19797,	 cache time: 9.84490323228901e-07,	 generate time: 0.2548441347621736
[588]: Semantic Similarity: 0.23909,	 cache time: 7.152557373046875e-07,	 generate time: 0.12525367736816406
[588]: [Cumulative]: Semantic Similarity: 0.19804,	 cache time: 9.84033218668758e-07,	 generate time: 0.2546241170076846
[589]: Semantic Similarity: 0.21616,	 cache time: 7.152557373046875e-07,	 generate time: 0.12369155883789062
[589]: [Cumulative]: Semantic Similarity: 0.19807,	 cache time: 9.835776636155985e-07,	 generate time: 0.2544021974175663
[590]: Semantic Similarity: 0.20572,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12322068214416504
[590]: [Cumulative]: Semantic Similarity: 0.19809,	 cache time: 9.839304812668543e-07,	 generate time: 0.2541802320786942
[591]: Semantic Similarity: 0.11253,	 cache time: 9.5367431640625e-07,	 generate time: 0.12259984016418457
[591]: [Cumulative]: Semantic Similarity: 0.19794,	 cache time: 9.838793728802656e-07,	 generate time: 0.253957967903163
[592]: Semantic Similarity: 0.39926,	 cache time: 9.5367431640625e-07,	 generate time: 0.1225588321685791
[592]: [Cumulative]: Semantic Similarity: 0.19828,	 cache time: 9.838284368659754e-07,	 generate time: 0.2537363842004065
[593]: Semantic Similarity: 0.24506,	 cache time: 7.152557373046875e-07,	 generate time: 0.12528777122497559
[593]: [Cumulative]: Semantic Similarity: 0.19836,	 cache time: 9.833762942741214e-07,	 generate time: 0.2535201407442189
[594]: Semantic Similarity: 0.11034,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12320947647094727
[594]: [Cumulative]: Semantic Similarity: 0.19821,	 cache time: 9.837270784778756e-07,	 generate time: 0.25330113122443193
[595]: Semantic Similarity: 0.14133,	 cache time: 7.152557373046875e-07,	 generate time: 0.1263418197631836
[595]: [Cumulative]: Semantic Similarity: 0.19812,	 cache time: 9.832766232074506e-07,	 generate time: 0.25308811224547006
[596]: Semantic Similarity: 0.46331,	 cache time: 4.76837158203125e-07,	 generate time: 0.12353801727294922
[596]: [Cumulative]: Semantic Similarity: 0.19856,	 cache time: 9.824283158958856e-07,	 generate time: 0.25287111041134525
[597]: Semantic Similarity: 0.27511,	 cache time: 9.5367431640625e-07,	 generate time: 0.12314224243164062
[597]: [Cumulative]: Semantic Similarity: 0.19869,	 cache time: 9.82380232284699e-07,	 generate time: 0.2526541725050247
[598]: Semantic Similarity: 0.09314,	 cache time: 7.152557373046875e-07,	 generate time: 0.12341547012329102
[598]: [Cumulative]: Semantic Similarity: 0.19851,	 cache time: 9.819342815418275e-07,	 generate time: 0.2524384150720001
[599]: Semantic Similarity: -0.00506,	 cache time: 7.152557373046875e-07,	 generate time: 0.12287259101867676
[599]: [Cumulative]: Semantic Similarity: 0.19817,	 cache time: 9.814898173014322e-07,	 generate time: 0.2522224720319112
[600]: Semantic Similarity: 0.1506,	 cache time: 7.152557373046875e-07,	 generate time: 0.12293457984924316
[600]: [Cumulative]: Semantic Similarity: 0.19809,	 cache time: 9.810468321433678e-07,	 generate time: 0.25200735074708147
[601]: Semantic Similarity: -0.0196,	 cache time: 9.5367431640625e-07,	 generate time: 0.1235196590423584
[601]: [Cumulative]: Semantic Similarity: 0.19773,	 cache time: 9.810013628481234e-07,	 generate time: 0.251793916043253
[602]: Semantic Similarity: 0.15892,	 cache time: 9.5367431640625e-07,	 generate time: 0.12316131591796875
[602]: [Cumulative]: Semantic Similarity: 0.19767,	 cache time: 9.809560443631453e-07,	 generate time: 0.2515805949816854
[603]: Semantic Similarity: 0.10141,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12438464164733887
[603]: [Cumulative]: Semantic Similarity: 0.19751,	 cache time: 9.813056086862325e-07,	 generate time: 0.2513700056549729
[604]: Semantic Similarity: 0.24832,	 cache time: 7.152557373046875e-07,	 generate time: 0.12390708923339844
[604]: [Cumulative]: Semantic Similarity: 0.19759,	 cache time: 9.808658568327092e-07,	 generate time: 0.251159323148491
[605]: Semantic Similarity: 0.21208,	 cache time: 7.152557373046875e-07,	 generate time: 0.12399458885192871
[605]: [Cumulative]: Semantic Similarity: 0.19762,	 cache time: 9.804275563054352e-07,	 generate time: 0.25094948035262205
[606]: Semantic Similarity: 0.08931,	 cache time: 7.152557373046875e-07,	 generate time: 0.12382698059082031
[606]: [Cumulative]: Semantic Similarity: 0.19744,	 cache time: 9.799906999314637e-07,	 generate time: 0.25074005284065864
[607]: Semantic Similarity: 0.16097,	 cache time: 7.152557373046875e-07,	 generate time: 0.12309718132019043
[607]: [Cumulative]: Semantic Similarity: 0.19738,	 cache time: 9.795552805850381e-07,	 generate time: 0.2505301139072368
[608]: Semantic Similarity: 0.27274,	 cache time: 1.5735626220703125e-05,	 generate time: 0.12316608428955078
[608]: [Cumulative]: Semantic Similarity: 0.1975,	 cache time: 1.0037852821287458e-06,	 generate time: 0.25032097756960514
[609]: Semantic Similarity: 0.16531,	 cache time: 7.152557373046875e-07,	 generate time: 0.12540292739868164
[609]: [Cumulative]: Semantic Similarity: 0.19745,	 cache time: 1.003312282874936e-06,	 generate time: 0.25011619388080036
[610]: Semantic Similarity: 0.10315,	 cache time: 9.5367431640625e-07,	 generate time: 0.12217187881469727
[610]: [Cumulative]: Semantic Similarity: 0.1973,	 cache time: 1.0032310423406173e-06,	 generate time: 0.24990679238314714
[611]: Semantic Similarity: 0.1747,	 cache time: 7.152557373046875e-07,	 generate time: 0.1245126724243164
[611]: [Cumulative]: Semantic Similarity: 0.19726,	 cache time: 1.0027604944565717e-06,	 generate time: 0.24970190003027323
[612]: Semantic Similarity: 0.11171,	 cache time: 7.152557373046875e-07,	 generate time: 0.12423467636108398
[612]: [Cumulative]: Semantic Similarity: 0.19712,	 cache time: 1.002291481802164e-06,	 generate time: 0.24949722266702823
[613]: Semantic Similarity: 0.08391,	 cache time: 7.152557373046875e-07,	 generate time: 0.12420868873596191
[613]: [Cumulative]: Semantic Similarity: 0.19693,	 cache time: 1.0018239968762724e-06,	 generate time: 0.24929316968016982
[614]: Semantic Similarity: 0.06957,	 cache time: 7.152557373046875e-07,	 generate time: 0.12466096878051758
[614]: [Cumulative]: Semantic Similarity: 0.19673,	 cache time: 1.0013580322265625e-06,	 generate time: 0.24909051569496712
[615]: Semantic Similarity: 0.21075,	 cache time: 9.5367431640625e-07,	 generate time: 0.12369775772094727
[615]: [Cumulative]: Semantic Similarity: 0.19675,	 cache time: 1.0012806235969841e-06,	 generate time: 0.24888695602293137
[616]: Semantic Similarity: 0.08689,	 cache time: 7.152557373046875e-07,	 generate time: 0.1219794750213623
[616]: [Cumulative]: Semantic Similarity: 0.19657,	 cache time: 1.0008170500373531e-06,	 generate time: 0.2486812712887311
[617]: Semantic Similarity: 0.32822,	 cache time: 9.5367431640625e-07,	 generate time: 0.12391829490661621
[617]: [Cumulative]: Semantic Similarity: 0.19679,	 cache time: 1.0007407672968497e-06,	 generate time: 0.2484793894499251
[618]: Semantic Similarity: 0.32199,	 cache time: 7.152557373046875e-07,	 generate time: 0.1220240592956543
[618]: [Cumulative]: Semantic Similarity: 0.19699,	 cache time: 1.0002795636942776e-06,	 generate time: 0.24827509974046746
[619]: Semantic Similarity: 0.24941,	 cache time: 4.76837158203125e-07,	 generate time: 0.12300419807434082
[619]: [Cumulative]: Semantic Similarity: 0.19707,	 cache time: 9.99435301749937e-07,	 generate time: 0.2480730498990705
[620]: Semantic Similarity: 0.13198,	 cache time: 9.5367431640625e-07,	 generate time: 0.12445402145385742
[620]: [Cumulative]: Semantic Similarity: 0.19697,	 cache time: 9.99361612562588e-07,	 generate time: 0.24787398544102668
[621]: Semantic Similarity: 0.28944,	 cache time: 9.5367431640625e-07,	 generate time: 0.12373590469360352
[621]: [Cumulative]: Semantic Similarity: 0.19712,	 cache time: 9.992881603179638e-07,	 generate time: 0.24767440653307263
[622]: Semantic Similarity: 0.25072,	 cache time: 7.152557373046875e-07,	 generate time: 0.12275028228759766
[622]: [Cumulative]: Semantic Similarity: 0.1972,	 cache time: 9.988322495266102e-07,	 generate time: 0.24747388626943623
[623]: Semantic Similarity: 0.30732,	 cache time: 1.1920928955078125e-06,	 generate time: 0.1235203742980957
[623]: [Cumulative]: Semantic Similarity: 0.19738,	 cache time: 9.99141962100298e-07,	 generate time: 0.2472752428207642
[624]: Semantic Similarity: 0.07918,	 cache time: 7.152557373046875e-07,	 generate time: 0.12294483184814453
[624]: [Cumulative]: Semantic Similarity: 0.19719,	 cache time: 9.98687744140625e-07,	 generate time: 0.247076314163208
[625]: Semantic Similarity: 0.17558,	 cache time: 9.5367431640625e-07,	 generate time: 0.1233665943145752
[625]: [Cumulative]: Semantic Similarity: 0.19715,	 cache time: 9.986158377065445e-07,	 generate time: 0.24687869480242744
[626]: Semantic Similarity: 0.17612,	 cache time: 4.76837158203125e-07,	 generate time: 0.12328076362609863
[626]: [Cumulative]: Semantic Similarity: 0.19712,	 cache time: 9.977836548046252e-07,	 generate time: 0.24668156891538387
[627]: Semantic Similarity: 0.24087,	 cache time: 7.152557373046875e-07,	 generate time: 0.1235971450805664
[627]: [Cumulative]: Semantic Similarity: 0.19719,	 cache time: 9.973337695856762e-07,	 generate time: 0.2464855746099144
[628]: Semantic Similarity: 0.19823,	 cache time: 7.152557373046875e-07,	 generate time: 0.12413311004638672
[628]: [Cumulative]: Semantic Similarity: 0.19719,	 cache time: 9.96885314844371e-07,	 generate time: 0.24629105558835077
[629]: Semantic Similarity: 0.28614,	 cache time: 9.5367431640625e-07,	 generate time: 0.12409329414367676
[629]: [Cumulative]: Semantic Similarity: 0.19733,	 cache time: 9.968167259579614e-07,	 generate time: 0.24609709088764495
[630]: Semantic Similarity: 0.07038,	 cache time: 4.76837158203125e-07,	 generate time: 0.12444496154785156
[630]: [Cumulative]: Semantic Similarity: 0.19713,	 cache time: 9.959926695906795e-07,	 generate time: 0.24590429828964208
[631]: Semantic Similarity: 0.07112,	 cache time: 9.5367431640625e-07,	 generate time: 0.12453985214233398
[631]: [Cumulative]: Semantic Similarity: 0.19693,	 cache time: 9.959257101710839e-07,	 generate time: 0.2457122659381432
[632]: Semantic Similarity: 0.4183,	 cache time: 7.152557373046875e-07,	 generate time: 0.12314653396606445
[632]: [Cumulative]: Semantic Similarity: 0.19728,	 cache time: 9.954823136894623e-07,	 generate time: 0.24551863918937214
[633]: Semantic Similarity: 0.20783,	 cache time: 7.152557373046875e-07,	 generate time: 0.12282061576843262
[633]: [Cumulative]: Semantic Similarity: 0.1973,	 cache time: 9.950403159349122e-07,	 generate time: 0.24532510918397632
[634]: Semantic Similarity: 0.48458,	 cache time: 9.5367431640625e-07,	 generate time: 6.189490556716919
[634]: [Cumulative]: Semantic Similarity: 0.19775,	 cache time: 9.949751726285678e-07,	 generate time: 0.25468599965253214
[635]: Semantic Similarity: 0.21556,	 cache time: 7.152557373046875e-07,	 generate time: 0.12424564361572266
[635]: [Cumulative]: Semantic Similarity: 0.19778,	 cache time: 9.945353621956688e-07,	 generate time: 0.2544809047531032
[636]: Semantic Similarity: 0.1814,	 cache time: 9.5367431640625e-07,	 generate time: 0.1251821517944336
[636]: [Cumulative]: Semantic Similarity: 0.19775,	 cache time: 9.944712161269255e-07,	 generate time: 0.2542779239792277
[637]: Semantic Similarity: 0.31424,	 cache time: 1.1920928955078125e-06,	 generate time: 0.12379956245422363
[637]: [Cumulative]: Semantic Similarity: 0.19794,	 cache time: 9.94780967975485e-07,	 generate time: 0.2540734124407873
[638]: Semantic Similarity: 0.00883,	 cache time: 9.5367431640625e-07,	 generate time: 0.12356901168823242
[638]: [Cumulative]: Semantic Similarity: 0.19764,	 cache time: 9.947166383173172e-07,	 generate time: 0.25386918020173793
[639]: Semantic Similarity: 0.14246,	 cache time: 9.5367431640625e-07,	 generate time: 0.12223005294799805
[639]: [Cumulative]: Semantic Similarity: 0.19755,	 cache time: 9.94652509689331e-07,	 generate time: 0.25366349406540395
